Mod:Item:MetaData, Localized Name
tconstruct:pick_head:0, Certus Quartz Pickaxe Head
tconstruct:pick_head:0, Fluix Pickaxe Head
tconstruct:pick_head:0, Fluix Steel Pickaxe Head
tconstruct:pick_head:0, Aquamarine Pickaxe Head
tconstruct:pick_head:0, Starmetal Pickaxe Head
tconstruct:pick_head:0, Crystal Matrix Pickaxe Head
tconstruct:pick_head:0, Neutronium Pickaxe Head
tconstruct:pick_head:0, Infinity Pickaxe Head
tconstruct:pick_head:0, Bound Pickaxe Head
tconstruct:pick_head:0, Sentient Pickaxe Head
tconstruct:pick_head:0, Livingrock Pickaxe Head
tconstruct:pick_head:0, Livingwood Pickaxe Head
tconstruct:pick_head:0, Dreamwood Pickaxe Head
tconstruct:pick_head:0, Manasteel Pickaxe Head
tconstruct:pick_head:0, Terrasteel Pickaxe Head
tconstruct:pick_head:0, Elementium Pickaxe Head
tconstruct:pick_head:0, Draconium Pickaxe Head
tconstruct:pick_head:0, Wyvern Pickaxe Head
tconstruct:pick_head:0, Draconic Pickaxe Head
tconstruct:pick_head:0, Chaotic Pickaxe Head
tconstruct:pick_head:0, Litherite Pickaxe Head
tconstruct:pick_head:0, Erodium Pickaxe Head
tconstruct:pick_head:0, Kyronite Pickaxe Head
tconstruct:pick_head:0, Pladium Pickaxe Head
tconstruct:pick_head:0, Ionite Pickaxe Head
tconstruct:pick_head:0, Aethium Pickaxe Head
tconstruct:pick_head:0, Lonsdaleite Pickaxe Head
tconstruct:pick_head:0, Mica Pickaxe Head
tconstruct:pick_head:0, Apatite Pickaxe Head
tconstruct:pick_head:0, Essence-Infused Pickaxe Head
tconstruct:pick_head:0, Meaty Pickaxe Head
tconstruct:pick_head:0, Pink Slime Pickaxe Head
tconstruct:pick_head:0, Pink Metal Pickaxe Head
tconstruct:pick_head:0, Rubber Pickaxe Head
tconstruct:pick_head:0, Advanced Alloy Pickaxe Head
tconstruct:pick_head:0, Energium Pickaxe Head
tconstruct:pick_head:0, Carbon Fiber Pickaxe Head
tconstruct:pick_head:0, Iridium Pickaxe Head
tconstruct:pick_head:0, UU-Metal Pickaxe Head
tconstruct:pick_head:0, Osmium Pickaxe Head
tconstruct:pick_head:0, Refined Obsidian Pickaxe Head
tconstruct:pick_head:0, Refined Glowstone Pickaxe Head
tconstruct:pick_head:0, HDPE Pickaxe Head
tconstruct:pick_head:0, Dark Matter Pickaxe Head
tconstruct:pick_head:0, Red Matter Pickaxe Head
tconstruct:pick_head:0, Fluxed Electrum Pickaxe Head
tconstruct:pick_head:0, Flux Crystal Pickaxe Head
tconstruct:pick_head:0, Gelid Enderium Pickaxe Head
tconstruct:pick_head:0, Gelid Gem Pickaxe Head
tconstruct:pick_head:0, Thaumium Pickaxe Head
tconstruct:pick_head:0, Void Metal Pickaxe Head
tconstruct:pick_head:0, Primal Metal Pickaxe Head
tconstruct:pick_head:0, Tin Pickaxe Head
tconstruct:pick_head:0, Aluminium Pickaxe Head
tconstruct:pick_head:0, Nickel Pickaxe Head
tconstruct:pick_head:0, Platinum Pickaxe Head
tconstruct:pick_head:0, Invar Pickaxe Head
tconstruct:pick_head:0, Constantan Pickaxe Head
tconstruct:pick_head:0, Signalum Pickaxe Head
tconstruct:pick_head:0, Lumium Pickaxe Head
tconstruct:pick_head:0, Enderium Pickaxe Head
tconstruct:shovel_head:0, Fusewood Shovel Head
tconstruct:shovel_head:0, Darkwood Shovel Head
tconstruct:shovel_head:0, Bloodwood Shovel Head
tconstruct:shovel_head:0, Ghostwood Shovel Head
tconstruct:shovel_head:0, Naga Scale Shovel Head
tconstruct:shovel_head:0, Steeleaf Shovel Head
tconstruct:shovel_head:0, Fiery Shovel Head
tconstruct:shovel_head:0, Knightly Shovel Head
tconstruct:shovel_head:0, Wooden Shovel Head
tconstruct:shovel_head:0, Stone Shovel Head
tconstruct:shovel_head:0, Flint Shovel Head
tconstruct:shovel_head:0, Cactus Shovel Head
tconstruct:shovel_head:0, Bone Shovel Head
tconstruct:shovel_head:0, Obsidian Shovel Head
tconstruct:shovel_head:0, Prismarine Shovel Head
tconstruct:shovel_head:0, End Shovel Head
tconstruct:shovel_head:0, Paper Shovel Head
tconstruct:shovel_head:0, Sponge Shovel Head
tconstruct:shovel_head:0, Firewood Shovel Head
tconstruct:shovel_head:0, Iron Shovel Head
tconstruct:shovel_head:0, Pig Iron Shovel Head
tconstruct:shovel_head:0, Knightslime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Magma Slime Shovel Head
tconstruct:shovel_head:0, Netherrack Shovel Head
tconstruct:shovel_head:0, Cobalt Shovel Head
tconstruct:shovel_head:0, Ardite Shovel Head
tconstruct:shovel_head:0, Manyullyn Shovel Head
tconstruct:shovel_head:0, Copper Shovel Head
tconstruct:shovel_head:0, Bronze Shovel Head
tconstruct:shovel_head:0, Lead Shovel Head
tconstruct:shovel_head:0, Silver Shovel Head
tconstruct:shovel_head:0, Electrum Shovel Head
tconstruct:shovel_head:0, Steel Shovel Head
tconstruct:shovel_head:0, Black Quartz Shovel Head
tconstruct:shovel_head:0, Restonia Crystal Shovel Head
tconstruct:shovel_head:0, Palis Crystal Shovel Head
tconstruct:shovel_head:0, Diamatine Crystal Shovel Head
tconstruct:shovel_head:0, Void Crystal Shovel Head
tconstruct:shovel_head:0, Emeradic Crystal Shovel Head
tconstruct:shovel_head:0, Enori Crystal Shovel Head
tconstruct:shovel_head:0, Sunnarium Shovel Head
tconstruct:shovel_head:0, Sky Stone Shovel Head
tconstruct:shovel_head:0, Certus Quartz Shovel Head
tconstruct:shovel_head:0, Fluix Shovel Head
tconstruct:shovel_head:0, Fluix Steel Shovel Head
tconstruct:shovel_head:0, Aquamarine Shovel Head
tconstruct:shovel_head:0, Starmetal Shovel Head
tconstruct:shovel_head:0, Crystal Matrix Shovel Head
tconstruct:shovel_head:0, Neutronium Shovel Head
tconstruct:shovel_head:0, Infinity Shovel Head
tconstruct:shovel_head:0, Bound Shovel Head
tconstruct:shovel_head:0, Sentient Shovel Head
tconstruct:shovel_head:0, Livingrock Shovel Head
tconstruct:shovel_head:0, Livingwood Shovel Head
tconstruct:shovel_head:0, Dreamwood Shovel Head
tconstruct:shovel_head:0, Manasteel Shovel Head
tconstruct:shovel_head:0, Terrasteel Shovel Head
tconstruct:shovel_head:0, Elementium Shovel Head
tconstruct:shovel_head:0, Draconium Shovel Head
tconstruct:shovel_head:0, Wyvern Shovel Head
tconstruct:shovel_head:0, Draconic Shovel Head
tconstruct:shovel_head:0, Chaotic Shovel Head
tconstruct:shovel_head:0, Litherite Shovel Head
tconstruct:shovel_head:0, Erodium Shovel Head
tconstruct:shovel_head:0, Kyronite Shovel Head
tconstruct:shovel_head:0, Pladium Shovel Head
tconstruct:shovel_head:0, Ionite Shovel Head
tconstruct:shovel_head:0, Aethium Shovel Head
tconstruct:shovel_head:0, Lonsdaleite Shovel Head
tconstruct:shovel_head:0, Mica Shovel Head
tconstruct:shovel_head:0, Apatite Shovel Head
tconstruct:shovel_head:0, Essence-Infused Shovel Head
tconstruct:shovel_head:0, Meaty Shovel Head
tconstruct:shovel_head:0, Pink Slime Shovel Head
tconstruct:shovel_head:0, Pink Metal Shovel Head
tconstruct:shovel_head:0, Rubber Shovel Head
tconstruct:shovel_head:0, Advanced Alloy Shovel Head
tconstruct:shovel_head:0, Energium Shovel Head
tconstruct:shovel_head:0, Carbon Fiber Shovel Head
tconstruct:shovel_head:0, Iridium Shovel Head
tconstruct:shovel_head:0, UU-Metal Shovel Head
tconstruct:shovel_head:0, Osmium Shovel Head
tconstruct:shovel_head:0, Refined Obsidian Shovel Head
tconstruct:shovel_head:0, Refined Glowstone Shovel Head
tconstruct:shovel_head:0, HDPE Shovel Head
tconstruct:shovel_head:0, Dark Matter Shovel Head
tconstruct:shovel_head:0, Red Matter Shovel Head
tconstruct:shovel_head:0, Fluxed Electrum Shovel Head
tconstruct:shovel_head:0, Flux Crystal Shovel Head
tconstruct:shovel_head:0, Gelid Enderium Shovel Head
tconstruct:shovel_head:0, Gelid Gem Shovel Head
tconstruct:shovel_head:0, Thaumium Shovel Head
tconstruct:shovel_head:0, Void Metal Shovel Head
tconstruct:shovel_head:0, Primal Metal Shovel Head
tconstruct:shovel_head:0, Tin Shovel Head
tconstruct:shovel_head:0, Aluminium Shovel Head
tconstruct:shovel_head:0, Nickel Shovel Head
tconstruct:shovel_head:0, Platinum Shovel Head
tconstruct:shovel_head:0, Invar Shovel Head
tconstruct:shovel_head:0, Constantan Shovel Head
tconstruct:shovel_head:0, Signalum Shovel Head
tconstruct:shovel_head:0, Lumium Shovel Head
tconstruct:shovel_head:0, Enderium Shovel Head
tconstruct:axe_head:0, Fusewood Axe Head
tconstruct:axe_head:0, Darkwood Axe Head
tconstruct:axe_head:0, Bloodwood Axe Head
tconstruct:axe_head:0, Ghostwood Axe Head
tconstruct:axe_head:0, Naga Scale Axe Head
tconstruct:axe_head:0, Steeleaf Axe Head
tconstruct:axe_head:0, Fiery Axe Head
tconstruct:axe_head:0, Knightly Axe Head
tconstruct:axe_head:0, Wooden Axe Head
tconstruct:axe_head:0, Stone Axe Head
tconstruct:axe_head:0, Flint Axe Head
tconstruct:axe_head:0, Cactus Axe Head
tconstruct:axe_head:0, Bone Axe Head
tconstruct:axe_head:0, Obsidian Axe Head
tconstruct:axe_head:0, Prismarine Axe Head
tconstruct:axe_head:0, End Axe Head
tconstruct:axe_head:0, Paper Axe Head
tconstruct:axe_head:0, Sponge Axe Head
tconstruct:axe_head:0, Firewood Axe Head
tconstruct:axe_head:0, Iron Axe Head
tconstruct:axe_head:0, Pig Iron Axe Head
tconstruct:axe_head:0, Knightslime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Magma Slime Axe Head
tconstruct:axe_head:0, Netherrack Axe Head
tconstruct:axe_head:0, Cobalt Axe Head
tconstruct:axe_head:0, Ardite Axe Head
tconstruct:axe_head:0, Manyullyn Axe Head
tconstruct:axe_head:0, Copper Axe Head
tconstruct:axe_head:0, Bronze Axe Head
tconstruct:axe_head:0, Lead Axe Head
tconstruct:axe_head:0, Silver Axe Head
tconstruct:axe_head:0, Electrum Axe Head
tconstruct:axe_head:0, Steel Axe Head
tconstruct:axe_head:0, Black Quartz Axe Head
tconstruct:axe_head:0, Restonia Crystal Axe Head
tconstruct:axe_head:0, Palis Crystal Axe Head
tconstruct:axe_head:0, Diamatine Crystal Axe Head
tconstruct:axe_head:0, Void Crystal Axe Head
tconstruct:axe_head:0, Emeradic Crystal Axe Head
tconstruct:axe_head:0, Enori Crystal Axe Head
tconstruct:axe_head:0, Sunnarium Axe Head
tconstruct:axe_head:0, Sky Stone Axe Head
tconstruct:axe_head:0, Certus Quartz Axe Head
tconstruct:axe_head:0, Fluix Axe Head
tconstruct:axe_head:0, Fluix Steel Axe Head
tconstruct:axe_head:0, Aquamarine Axe Head
tconstruct:axe_head:0, Starmetal Axe Head
tconstruct:axe_head:0, Crystal Matrix Axe Head
tconstruct:axe_head:0, Neutronium Axe Head
tconstruct:axe_head:0, Infinity Axe Head
tconstruct:axe_head:0, Bound Axe Head
tconstruct:axe_head:0, Sentient Axe Head
tconstruct:axe_head:0, Livingrock Axe Head
tconstruct:axe_head:0, Livingwood Axe Head
tconstruct:axe_head:0, Dreamwood Axe Head
tconstruct:axe_head:0, Manasteel Axe Head
tconstruct:axe_head:0, Terrasteel Axe Head
tconstruct:axe_head:0, Elementium Axe Head
tconstruct:axe_head:0, Draconium Axe Head
tconstruct:axe_head:0, Wyvern Axe Head
tconstruct:axe_head:0, Draconic Axe Head
tconstruct:axe_head:0, Chaotic Axe Head
tconstruct:axe_head:0, Litherite Axe Head
tconstruct:axe_head:0, Erodium Axe Head
tconstruct:axe_head:0, Kyronite Axe Head
tconstruct:axe_head:0, Pladium Axe Head
tconstruct:axe_head:0, Ionite Axe Head
tconstruct:axe_head:0, Aethium Axe Head
tconstruct:axe_head:0, Lonsdaleite Axe Head
tconstruct:axe_head:0, Mica Axe Head
tconstruct:axe_head:0, Apatite Axe Head
tconstruct:axe_head:0, Essence-Infused Axe Head
tconstruct:axe_head:0, Meaty Axe Head
tconstruct:axe_head:0, Pink Slime Axe Head
tconstruct:axe_head:0, Pink Metal Axe Head
tconstruct:axe_head:0, Rubber Axe Head
tconstruct:axe_head:0, Advanced Alloy Axe Head
tconstruct:axe_head:0, Energium Axe Head
tconstruct:axe_head:0, Carbon Fiber Axe Head
tconstruct:axe_head:0, Iridium Axe Head
tconstruct:axe_head:0, UU-Metal Axe Head
tconstruct:axe_head:0, Osmium Axe Head
tconstruct:axe_head:0, Refined Obsidian Axe Head
tconstruct:axe_head:0, Refined Glowstone Axe Head
tconstruct:axe_head:0, HDPE Axe Head
tconstruct:axe_head:0, Dark Matter Axe Head
tconstruct:axe_head:0, Red Matter Axe Head
tconstruct:axe_head:0, Fluxed Electrum Axe Head
tconstruct:axe_head:0, Flux Crystal Axe Head
tconstruct:axe_head:0, Gelid Enderium Axe Head
tconstruct:axe_head:0, Gelid Gem Axe Head
tconstruct:axe_head:0, Thaumium Axe Head
tconstruct:axe_head:0, Void Metal Axe Head
tconstruct:axe_head:0, Primal Metal Axe Head
tconstruct:axe_head:0, Tin Axe Head
tconstruct:axe_head:0, Aluminium Axe Head
tconstruct:axe_head:0, Nickel Axe Head
tconstruct:axe_head:0, Platinum Axe Head
tconstruct:axe_head:0, Invar Axe Head
tconstruct:axe_head:0, Constantan Axe Head
tconstruct:axe_head:0, Signalum Axe Head
tconstruct:axe_head:0, Lumium Axe Head
tconstruct:axe_head:0, Enderium Axe Head
tconstruct:broad_axe_head:0, Fusewood Broad Axe Head
tconstruct:broad_axe_head:0, Darkwood Broad Axe Head
tconstruct:broad_axe_head:0, Bloodwood Broad Axe Head
tconstruct:broad_axe_head:0, Ghostwood Broad Axe Head
tconstruct:broad_axe_head:0, Naga Scale Broad Axe Head
tconstruct:broad_axe_head:0, Steeleaf Broad Axe Head
tconstruct:broad_axe_head:0, Fiery Broad Axe Head
tconstruct:broad_axe_head:0, Knightly Broad Axe Head
tconstruct:broad_axe_head:0, Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Stone Broad Axe Head
tconstruct:broad_axe_head:0, Flint Broad Axe Head
tconstruct:broad_axe_head:0, Cactus Broad Axe Head
tconstruct:broad_axe_head:0, Bone Broad Axe Head
tconstruct:broad_axe_head:0, Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Prismarine Broad Axe Head
tconstruct:broad_axe_head:0, End Broad Axe Head
tconstruct:broad_axe_head:0, Paper Broad Axe Head
tconstruct:broad_axe_head:0, Sponge Broad Axe Head
tconstruct:broad_axe_head:0, Firewood Broad Axe Head
tconstruct:broad_axe_head:0, Iron Broad Axe Head
tconstruct:broad_axe_head:0, Pig Iron Broad Axe Head
tconstruct:broad_axe_head:0, Knightslime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Magma Slime Broad Axe Head
tconstruct:broad_axe_head:0, Netherrack Broad Axe Head
tconstruct:broad_axe_head:0, Cobalt Broad Axe Head
tconstruct:broad_axe_head:0, Ardite Broad Axe Head
tconstruct:broad_axe_head:0, Manyullyn Broad Axe Head
tconstruct:broad_axe_head:0, Copper Broad Axe Head
tconstruct:broad_axe_head:0, Bronze Broad Axe Head
tconstruct:broad_axe_head:0, Lead Broad Axe Head
tconstruct:broad_axe_head:0, Silver Broad Axe Head
tconstruct:broad_axe_head:0, Electrum Broad Axe Head
tconstruct:broad_axe_head:0, Steel Broad Axe Head
tconstruct:broad_axe_head:0, Black Quartz Broad Axe Head
tconstruct:broad_axe_head:0, Restonia Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Palis Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Diamatine Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Void Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Emeradic Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Enori Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Sunnarium Broad Axe Head
tconstruct:broad_axe_head:0, Sky Stone Broad Axe Head
tconstruct:broad_axe_head:0, Certus Quartz Broad Axe Head
tconstruct:broad_axe_head:0, Fluix Broad Axe Head
tconstruct:broad_axe_head:0, Fluix Steel Broad Axe Head
tconstruct:broad_axe_head:0, Aquamarine Broad Axe Head
tconstruct:broad_axe_head:0, Starmetal Broad Axe Head
tconstruct:broad_axe_head:0, Crystal Matrix Broad Axe Head
tconstruct:broad_axe_head:0, Neutronium Broad Axe Head
tconstruct:broad_axe_head:0, Infinity Broad Axe Head
tconstruct:broad_axe_head:0, Bound Broad Axe Head
tconstruct:broad_axe_head:0, Sentient Broad Axe Head
tconstruct:broad_axe_head:0, Livingrock Broad Axe Head
tconstruct:broad_axe_head:0, Livingwood Broad Axe Head
tconstruct:broad_axe_head:0, Dreamwood Broad Axe Head
tconstruct:broad_axe_head:0, Manasteel Broad Axe Head
tconstruct:broad_axe_head:0, Terrasteel Broad Axe Head
tconstruct:broad_axe_head:0, Elementium Broad Axe Head
tconstruct:broad_axe_head:0, Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Wyvern Broad Axe Head
tconstruct:broad_axe_head:0, Draconic Broad Axe Head
tconstruct:broad_axe_head:0, Chaotic Broad Axe Head
tconstruct:broad_axe_head:0, Litherite Broad Axe Head
tconstruct:broad_axe_head:0, Erodium Broad Axe Head
tconstruct:broad_axe_head:0, Kyronite Broad Axe Head
tconstruct:broad_axe_head:0, Pladium Broad Axe Head
tconstruct:broad_axe_head:0, Ionite Broad Axe Head
tconstruct:broad_axe_head:0, Aethium Broad Axe Head
tconstruct:broad_axe_head:0, Lonsdaleite Broad Axe Head
tconstruct:broad_axe_head:0, Mica Broad Axe Head
tconstruct:broad_axe_head:0, Apatite Broad Axe Head
tconstruct:broad_axe_head:0, Essence-Infused Broad Axe Head
tconstruct:broad_axe_head:0, Meaty Broad Axe Head
tconstruct:broad_axe_head:0, Pink Slime Broad Axe Head
tconstruct:broad_axe_head:0, Pink Metal Broad Axe Head
tconstruct:broad_axe_head:0, Rubber Broad Axe Head
tconstruct:broad_axe_head:0, Advanced Alloy Broad Axe Head
tconstruct:broad_axe_head:0, Energium Broad Axe Head
tconstruct:broad_axe_head:0, Carbon Fiber Broad Axe Head
tconstruct:broad_axe_head:0, Iridium Broad Axe Head
tconstruct:broad_axe_head:0, UU-Metal Broad Axe Head
tconstruct:broad_axe_head:0, Osmium Broad Axe Head
tconstruct:broad_axe_head:0, Refined Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Refined Glowstone Broad Axe Head
tconstruct:broad_axe_head:0, HDPE Broad Axe Head
tconstruct:broad_axe_head:0, Dark Matter Broad Axe Head
tconstruct:broad_axe_head:0, Red Matter Broad Axe Head
tconstruct:broad_axe_head:0, Fluxed Electrum Broad Axe Head
tconstruct:broad_axe_head:0, Flux Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Gelid Enderium Broad Axe Head
tconstruct:broad_axe_head:0, Gelid Gem Broad Axe Head
tconstruct:broad_axe_head:0, Thaumium Broad Axe Head
tconstruct:broad_axe_head:0, Void Metal Broad Axe Head
tconstruct:broad_axe_head:0, Primal Metal Broad Axe Head
tconstruct:broad_axe_head:0, Tin Broad Axe Head
tconstruct:broad_axe_head:0, Aluminium Broad Axe Head
tconstruct:broad_axe_head:0, Nickel Broad Axe Head
tconstruct:broad_axe_head:0, Platinum Broad Axe Head
tconstruct:broad_axe_head:0, Invar Broad Axe Head
tconstruct:broad_axe_head:0, Constantan Broad Axe Head
tconstruct:broad_axe_head:0, Signalum Broad Axe Head
tconstruct:broad_axe_head:0, Lumium Broad Axe Head
tconstruct:broad_axe_head:0, Enderium Broad Axe Head
tconstruct:sword_blade:0, Fusewood Sword Blade
tconstruct:sword_blade:0, Darkwood Sword Blade
tconstruct:sword_blade:0, Bloodwood Sword Blade
tconstruct:sword_blade:0, Ghostwood Sword Blade
tconstruct:sword_blade:0, Naga Scale Sword Blade
tconstruct:sword_blade:0, Steeleaf Sword Blade
tconstruct:sword_blade:0, Fiery Sword Blade
tconstruct:sword_blade:0, Knightly Sword Blade
tconstruct:sword_blade:0, Wooden Sword Blade
tconstruct:sword_blade:0, Stone Sword Blade
tconstruct:sword_blade:0, Flint Sword Blade
tconstruct:sword_blade:0, Cactus Sword Blade
tconstruct:sword_blade:0, Bone Sword Blade
tconstruct:sword_blade:0, Obsidian Sword Blade
tconstruct:sword_blade:0, Prismarine Sword Blade
tconstruct:sword_blade:0, End Sword Blade
tconstruct:sword_blade:0, Paper Sword Blade
tconstruct:sword_blade:0, Sponge Sword Blade
tconstruct:sword_blade:0, Firewood Sword Blade
tconstruct:sword_blade:0, Iron Sword Blade
tconstruct:sword_blade:0, Pig Iron Sword Blade
tconstruct:sword_blade:0, Knightslime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Magma Slime Sword Blade
tconstruct:sword_blade:0, Netherrack Sword Blade
tconstruct:sword_blade:0, Cobalt Sword Blade
tconstruct:sword_blade:0, Ardite Sword Blade
tconstruct:sword_blade:0, Manyullyn Sword Blade
tconstruct:sword_blade:0, Copper Sword Blade
tconstruct:sword_blade:0, Bronze Sword Blade
tconstruct:sword_blade:0, Lead Sword Blade
tconstruct:sword_blade:0, Silver Sword Blade
tconstruct:sword_blade:0, Electrum Sword Blade
tconstruct:sword_blade:0, Steel Sword Blade
tconstruct:sword_blade:0, Black Quartz Sword Blade
tconstruct:sword_blade:0, Restonia Crystal Sword Blade
tconstruct:sword_blade:0, Palis Crystal Sword Blade
tconstruct:sword_blade:0, Diamatine Crystal Sword Blade
tconstruct:sword_blade:0, Void Crystal Sword Blade
tconstruct:sword_blade:0, Emeradic Crystal Sword Blade
tconstruct:sword_blade:0, Enori Crystal Sword Blade
tconstruct:sword_blade:0, Sunnarium Sword Blade
tconstruct:sword_blade:0, Sky Stone Sword Blade
tconstruct:sword_blade:0, Certus Quartz Sword Blade
tconstruct:sword_blade:0, Fluix Sword Blade
tconstruct:sword_blade:0, Fluix Steel Sword Blade
tconstruct:sword_blade:0, Aquamarine Sword Blade
tconstruct:sword_blade:0, Starmetal Sword Blade
tconstruct:sword_blade:0, Crystal Matrix Sword Blade
tconstruct:sword_blade:0, Neutronium Sword Blade
tconstruct:sword_blade:0, Infinity Sword Blade
tconstruct:sword_blade:0, Bound Sword Blade
tconstruct:sword_blade:0, Sentient Sword Blade
tconstruct:sword_blade:0, Livingrock Sword Blade
tconstruct:sword_blade:0, Livingwood Sword Blade
tconstruct:sword_blade:0, Dreamwood Sword Blade
tconstruct:sword_blade:0, Manasteel Sword Blade
tconstruct:sword_blade:0, Terrasteel Sword Blade
tconstruct:sword_blade:0, Elementium Sword Blade
tconstruct:sword_blade:0, Draconium Sword Blade
tconstruct:sword_blade:0, Wyvern Sword Blade
tconstruct:sword_blade:0, Draconic Sword Blade
tconstruct:sword_blade:0, Chaotic Sword Blade
tconstruct:sword_blade:0, Litherite Sword Blade
tconstruct:sword_blade:0, Erodium Sword Blade
tconstruct:sword_blade:0, Kyronite Sword Blade
tconstruct:sword_blade:0, Pladium Sword Blade
tconstruct:sword_blade:0, Ionite Sword Blade
tconstruct:sword_blade:0, Aethium Sword Blade
tconstruct:sword_blade:0, Lonsdaleite Sword Blade
tconstruct:sword_blade:0, Mica Sword Blade
tconstruct:sword_blade:0, Apatite Sword Blade
tconstruct:sword_blade:0, Essence-Infused Sword Blade
tconstruct:sword_blade:0, Meaty Sword Blade
tconstruct:sword_blade:0, Pink Slime Sword Blade
tconstruct:sword_blade:0, Pink Metal Sword Blade
tconstruct:sword_blade:0, Rubber Sword Blade
tconstruct:sword_blade:0, Advanced Alloy Sword Blade
tconstruct:sword_blade:0, Energium Sword Blade
tconstruct:sword_blade:0, Carbon Fiber Sword Blade
tconstruct:sword_blade:0, Iridium Sword Blade
tconstruct:sword_blade:0, UU-Metal Sword Blade
tconstruct:sword_blade:0, Osmium Sword Blade
tconstruct:sword_blade:0, Refined Obsidian Sword Blade
tconstruct:sword_blade:0, Refined Glowstone Sword Blade
tconstruct:sword_blade:0, HDPE Sword Blade
tconstruct:sword_blade:0, Dark Matter Sword Blade
tconstruct:sword_blade:0, Red Matter Sword Blade
tconstruct:sword_blade:0, Fluxed Electrum Sword Blade
tconstruct:sword_blade:0, Flux Crystal Sword Blade
tconstruct:sword_blade:0, Gelid Enderium Sword Blade
tconstruct:sword_blade:0, Gelid Gem Sword Blade
tconstruct:sword_blade:0, Thaumium Sword Blade
tconstruct:sword_blade:0, Void Metal Sword Blade
tconstruct:sword_blade:0, Primal Metal Sword Blade
tconstruct:sword_blade:0, Tin Sword Blade
tconstruct:sword_blade:0, Aluminium Sword Blade
tconstruct:sword_blade:0, Nickel Sword Blade
tconstruct:sword_blade:0, Platinum Sword Blade
tconstruct:sword_blade:0, Invar Sword Blade
tconstruct:sword_blade:0, Constantan Sword Blade
tconstruct:sword_blade:0, Signalum Sword Blade
tconstruct:sword_blade:0, Lumium Sword Blade
tconstruct:sword_blade:0, Enderium Sword Blade
tconstruct:large_sword_blade:0, Fusewood Large Sword Blade
tconstruct:large_sword_blade:0, Darkwood Large Sword Blade
tconstruct:large_sword_blade:0, Bloodwood Large Sword Blade
tconstruct:large_sword_blade:0, Ghostwood Large Sword Blade
tconstruct:large_sword_blade:0, Naga Scale Large Sword Blade
tconstruct:large_sword_blade:0, Steeleaf Large Sword Blade
tconstruct:large_sword_blade:0, Fiery Large Sword Blade
tconstruct:large_sword_blade:0, Knightly Large Sword Blade
tconstruct:large_sword_blade:0, Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Stone Large Sword Blade
tconstruct:large_sword_blade:0, Flint Large Sword Blade
tconstruct:large_sword_blade:0, Cactus Large Sword Blade
tconstruct:large_sword_blade:0, Bone Large Sword Blade
tconstruct:large_sword_blade:0, Obsidian Large Sword Blade
tconstruct:large_sword_blade:0, Prismarine Large Sword Blade
tconstruct:large_sword_blade:0, End Large Sword Blade
tconstruct:large_sword_blade:0, Paper Large Sword Blade
tconstruct:large_sword_blade:0, Sponge Large Sword Blade
tconstruct:large_sword_blade:0, Firewood Large Sword Blade
tconstruct:large_sword_blade:0, Iron Large Sword Blade
tconstruct:large_sword_blade:0, Pig Iron Large Sword Blade
tconstruct:large_sword_blade:0, Knightslime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Magma Slime Large Sword Blade
tconstruct:large_sword_blade:0, Netherrack Large Sword Blade
tconstruct:large_sword_blade:0, Cobalt Large Sword Blade
tconstruct:large_sword_blade:0, Ardite Large Sword Blade
tconstruct:large_sword_blade:0, Manyullyn Large Sword Blade
tconstruct:large_sword_blade:0, Copper Large Sword Blade
tconstruct:large_sword_blade:0, Bronze Large Sword Blade
tconstruct:large_sword_blade:0, Lead Large Sword Blade
tconstruct:large_sword_blade:0, Silver Large Sword Blade
tconstruct:large_sword_blade:0, Electrum Large Sword Blade
tconstruct:large_sword_blade:0, Steel Large Sword Blade
tconstruct:large_sword_blade:0, Black Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Restonia Crystal Large Sword Blade
tconstruct:large_sword_blade:0, Palis Crystal Large Sword Blade
tconstruct:large_sword_blade:0, Diamatine Crystal Large Sword Blade
tconstruct:large_sword_blade:0, Void Crystal Large Sword Blade
